Date,JPM_Close,VIX_Decimal,Risk_Free_Rate,Daily_Return,Rolling_Vol_20d,Dividend_Growth_Proxy,VIX_JPM_Corr_20d,IR_Momentum_10d,JPM_SMA20_Disparity,IV_RV_Spread,Rate_Delta
2018-04-06,87.7031,0.2149,0.017,-0.0253,0.3013,-0.0689,-0.9112,0.0171,-0.0233,-0.0864,0.0001
2018-04-09,88.7563,0.2177,0.0173,0.0119,0.2843,-0.0689,-0.9013,0.0172,-0.0084,-0.0666,0.0003
2018-04-10,90.4527,0.2047,0.0171,0.0189,0.2949,-0.0689,-0.9027,0.0171,0.0126,-0.0902,-0.0002
2018-04-11,88.9332,0.2024,0.017,-0.0169,0.2976,-0.0689,-0.8817,0.0171,-0.0022,-0.0952,-0.0001
2018-04-12,91.1441,0.1849,0.0172,0.0246,0.3101,-0.0689,-0.8816,0.0171,0.0231,-0.1252,0.0002
2018-04-13,88.6759,0.1741,0.0173,-0.0275,0.3242,-0.0689,-0.8044,0.0171,-0.0026,-0.1501,0.0001
2018-04-16,88.6036,0.1656,0.0176,-0.0008,0.324,-0.0689,-0.8023,0.0171,-0.0014,-0.1584,0.0003
2018-04-17,88.6036,0.1525,0.0177,0.0,0.3233,-0.0689,-0.8223,0.0172,0.0003,-0.1708,0.0001
2018-04-18,87.8881,0.156,0.0178,-0.0081,0.3239,-0.0689,-0.8229,0.0173,-0.0056,-0.1679,0.0001
2018-04-19,89.8175,0.1596,0.0179,0.0217,0.3347,-0.0689,-0.7826,0.0174,0.0174,-0.1751,0.0001
2018-04-20,89.6166,0.1688,0.0178,-0.0022,0.2968,-0.0689,-0.7082,0.0175,0.0141,-0.128,-0.0001
2018-04-23,89.1824,0.1634,0.0184,-0.0049,0.2788,-0.0689,-0.6825,0.0176,0.0072,-0.1154,0.0006
2018-04-24,88.7644,0.1802,0.0184,-0.0047,0.2587,-0.0689,-0.615,0.0177,0.0022,-0.0785,0.0
2018-04-25,88.4267,0.1784,0.0182,-0.0038,0.2484,-0.0689,-0.5875,0.0178,-0.0027,-0.07,-0.0002
2018-04-26,88.5151,0.1624,0.0179,0.001,0.2482,-0.0689,-0.5761,0.0179,-0.0029,-0.0858,-0.0003
2018-04-27,87.9524,0.1541,0.0178,-0.0064,0.2413,-0.0689,-0.5223,0.018,-0.0093,-0.0872,-0.0001
2018-04-30,87.4539,0.1593,0.0184,-0.0057,0.2313,-0.0689,-0.4564,0.018,-0.0155,-0.072,0.0006
2018-05-01,87.4539,0.1549,0.0182,0.0,0.2262,-0.0689,-0.4153,0.0181,-0.0155,-0.0713,-0.0002
2018-05-02,86.7625,0.1597,0.0181,-0.0079,0.2205,-0.0689,-0.4027,0.0181,-0.0222,-0.0608,-0.0001
2018-05-03,86.2158,0.159,0.018,-0.0063,0.2146,-0.0689,-0.3743,0.0181,-0.0263,-0.0556,-0.0001
2018-05-04,87.1725,0.1477,0.018,0.011,0.201,-0.0689,-0.2232,0.0181,-0.0152,-0.0533,0.0
2018-05-07,87.9283,0.1475,0.0183,0.0086,0.1986,-0.0689,-0.2502,0.0181,-0.0062,-0.0511,0.0003
2018-05-08,89.2307,0.1471,0.0184,0.0147,0.1936,-0.0689,-0.1489,0.0181,0.0092,-0.0465,0.0001
2018-05-09,91.1762,0.1342,0.0185,0.0216,0.1989,-0.0689,-0.2303,0.0182,0.0299,-0.0647,0.0001
2018-05-10,91.8837,0.1323,0.0186,0.0077,0.1809,-0.0689,-0.0789,0.0182,0.0375,-0.0486,0.0001
2018-05-11,91.538,0.1265,0.0188,-0.0038,0.1493,-0.0689,-0.2478,0.0183,0.0319,-0.0228,0.0002
2018-05-14,91.5702,0.1293,0.019,0.0004,0.1491,-0.0689,-0.2648,0.0184,0.0305,-0.0198,0.0002
2018-05-15,90.8707,0.1463,0.0189,-0.0077,0.1527,-0.0689,-0.3562,0.0185,0.0214,-0.0064,-0.0001
2018-05-16,91.1199,0.1342,0.0188,0.0027,0.1487,-0.0689,-0.3358,0.0185,0.0223,-0.0145,-0.0001
2018-05-17,90.8144,0.1343,0.0188,-0.0034,0.1296,-0.0689,-0.4625,0.0186,0.0183,0.0047,0.0
2018-05-18,89.3432,0.1342,0.0187,-0.0163,0.1426,-0.0689,-0.4345,0.0187,0.002,-0.0084,-0.0001
2018-05-21,90.1632,0.1308,0.019,0.0091,0.1451,-0.0689,-0.4514,0.0187,0.0106,-0.0143,0.0003
2018-05-22,90.8547,0.1322,0.019,0.0076,0.1458,-0.0689,-0.4187,0.0188,0.0172,-0.0136,0.0
2018-05-23,90.4366,0.1258,0.0188,-0.0046,0.1462,-0.0689,-0.3952,0.0188,0.0113,-0.0204,-0.0002
2018-05-24,89.4236,0.1253,0.0187,-0.0113,0.1526,-0.0689,-0.4305,0.0188,-0.0005,-0.0273,-0.0001
2018-05-25,88.9654,0.1322,0.0186,-0.0051,0.152,-0.0689,-0.5016,0.0188,-0.0062,-0.0198,-0.0001
2018-05-29,85.1627,0.1702,0.019,-0.0437,0.2182,-0.0689,-0.7784,0.0188,-0.0474,-0.048,0.0004
2018-05-30,87.1082,0.1494,0.019,0.0226,0.2341,-0.0689,-0.8118,0.0188,-0.0255,-0.0847,0.0
2018-05-31,86.0309,0.1543,0.0189,-0.0124,0.2366,-0.0689,-0.8101,0.0188,-0.0372,-0.0823,-0.0001
2018-06-01,87.1484,0.1346,0.0188,0.0129,0.2401,-0.0689,-0.8172,0.0188,-0.0252,-0.1055,-0.0001
2018-06-04,87.1886,0.1274,0.0191,0.0005,0.2369,-0.0689,-0.8072,0.0189,-0.0247,-0.1095,0.0003
2018-06-05,86.6982,0.124,0.0191,-0.0056,0.2354,-0.0689,-0.8105,0.0189,-0.0295,-0.1114,0.0
2018-06-06,88.7241,0.1164,0.0191,0.0231,0.2444,-0.0689,-0.8191,0.0189,-0.0066,-0.128,0.0
2018-06-07,89.0779,0.1213,0.019,0.004,0.2312,-0.0689,-0.797,0.0189,-0.0014,-0.1099,-0.0001
2018-06-08,89.3271,0.1218,0.0189,0.0028,0.2293,-0.0689,-0.7989,0.0189,0.0028,-0.1075,-0.0001
2018-06-11,89.102,0.1235,0.0191,-0.0025,0.2292,-0.0689,-0.8072,0.019,0.0016,-0.1057,0.0002
2018-06-12,88.5875,0.1234,0.0189,-0.0058,0.2296,-0.0689,-0.8087,0.019,-0.0025,-0.1062,-0.0002
2018-06-13,88.4106,0.1294,0.019,-0.002,0.2285,-0.0689,-0.8194,0.019,-0.0031,-0.0991,0.0001
2018-06-14,86.851,0.1212,0.019,-0.0178,0.2352,-0.0689,-0.7556,0.019,-0.0183,-0.114,0.0
2018-06-15,86.7464,0.1198,0.019,-0.0012,0.2352,-0.0689,-0.7556,0.019,-0.0172,-0.1154,0.0
2018-06-18,86.9715,0.1231,0.0191,0.0026,0.2297,-0.0689,-0.7636,0.019,-0.0134,-0.1066,0.0001
2018-06-19,86.4651,0.1335,0.0191,-0.0058,0.2268,-0.0689,-0.7617,0.019,-0.017,-0.0933,0.0
2018-06-20,86.457,0.1279,0.019,-0.0001,0.224,-0.0689,-0.7752,0.019,-0.0147,-0.0961,-0.0001
2018-06-21,86.4329,0.1464,0.019,-0.0003,0.224,-0.0689,-0.7322,0.019,-0.0127,-0.0776,0.0
2018-06-22,85.0179,0.1377,0.0189,-0.0165,0.2275,-0.0689,-0.6756,0.019,-0.0264,-0.0898,-0.0001
2018-06-25,84.2461,0.1733,0.019,-0.0091,0.2286,-0.0689,-0.6268,0.019,-0.0326,-0.0553,0.0001
2018-06-26,84.3024,0.1592,0.019,0.0007,0.1698,-0.0689,-0.4007,0.019,-0.0315,-0.0106,0.0
2018-06-27,83.0,0.1791,0.0189,-0.0156,0.1543,-0.0689,-0.3449,0.019,-0.0442,0.0248,-0.0001
2018-06-28,84.3587,0.1685,0.0189,0.0162,0.1629,-0.0689,-0.3873,0.019,-0.0276,0.0056,0.0
2018-06-29,83.7718,0.1609,0.0189,-0.007,0.1556,-0.0689,-0.2782,0.019,-0.0325,0.0053,0.0
2018-07-02,84.4793,0.156,0.0195,0.0084,0.1597,-0.0689,-0.2919,0.019,-0.0228,-0.0037,0.0006
2018-07-03,83.2975,0.1614,0.0194,-0.0141,0.1653,-0.0689,-0.3101,0.019,-0.0346,-0.0039,-0.0001
2018-07-05,83.8391,0.1497,0.0192,0.0065,0.1405,-0.0689,-0.3012,0.0191,-0.0255,0.0092,-0.0002
2018-07-06,84.1139,0.1337,0.0193,0.0033,0.1401,-0.0689,-0.3489,0.0191,-0.0195,-0.0064,0.0001
2018-07-09,86.7167,0.1269,0.0195,0.0305,0.1828,-0.0689,-0.3484,0.0192,0.0124,-0.0559,0.0002
2018-07-10,86.1832,0.1264,0.0195,-0.0062,0.1836,-0.0689,-0.3455,0.0192,0.0078,-0.0572,0.0
2018-07-11,85.9973,0.1363,0.0193,-0.0022,0.1829,-0.0689,-0.3445,0.0192,0.0072,-0.0466,-0.0002
2018-07-12,86.3691,0.1258,0.0194,0.0043,0.1841,-0.0689,-0.3575,0.0193,0.0128,-0.0583,0.0001
2018-07-13,85.973,0.1218,0.0194,-0.0046,0.1739,-0.0689,-0.4259,0.0193,0.0086,-0.0521,0.0
2018-07-16,89.3841,0.1283,0.0198,0.0389,0.2231,-0.0689,-0.2631,0.0194,0.047,-0.0948,0.0004
2018-07-17,89.3195,0.1206,0.0198,-0.0007,0.2232,-0.0689,-0.2573,0.0195,0.0448,-0.1026,0.0
2018-07-18,90.152,0.121,0.0196,0.0093,0.2232,-0.0689,-0.237,0.0195,0.0523,-0.1022,-0.0002
2018-07-19,88.8264,0.1287,0.0196,-0.0148,0.2311,-0.0689,-0.2664,0.0195,0.0354,-0.1024,0.0
2018-07-20,89.95,0.1286,0.0195,0.0126,0.2344,-0.0689,-0.2665,0.0195,0.0464,-0.1058,-0.0001
2018-07-23,91.6232,0.1262,0.0196,0.0184,0.2306,-0.0689,-0.3265,0.0195,0.0617,-0.1044,0.0001
2018-07-24,92.2699,0.1241,0.0198,0.007,0.2257,-0.0689,-0.2575,0.0196,0.0643,-0.1016,0.0002
2018-07-25,93.1025,0.1229,0.0197,0.009,0.2258,-0.0689,-0.2897,0.0196,0.0685,-0.1029,-0.0001
2018-07-26,92.8357,0.1214,0.0195,-0.0029,0.2147,-0.0689,-0.1205,0.0196,0.0594,-0.0933,-0.0002
2018-07-27,93.7895,0.1303,0.0196,0.0102,0.2118,-0.0689,-0.039,0.0196,0.0646,-0.0815,0.0001
2018-07-30,94.3553,0.1426,0.0201,0.006,0.2067,-0.0689,-0.0756,0.0197,0.0646,-0.0641,0.0005
2018-07-31,92.9165,0.1283,0.0199,-0.0154,0.2198,-0.0689,0.0658,0.0197,0.0434,-0.0915,-0.0002
2018-08-01,93.4904,0.1315,0.0199,0.0062,0.2082,-0.0689,0.138,0.0197,0.0439,-0.0767,0.0
2018-08-02,93.8865,0.1219,0.0198,0.0042,0.2083,-0.0689,0.1503,0.0197,0.0425,-0.0864,-0.0001
2018-08-03,94.6463,0.1164,0.0197,0.0081,0.2082,-0.0689,0.1387,0.0198,0.0448,-0.0918,-0.0001
2018-08-06,94.6706,0.1127,0.0202,0.0003,0.1875,-0.0689,0.26,0.0198,0.0405,-0.0748,0.0005
2018-08-07,95.0182,0.1093,0.0202,0.0037,0.1834,-0.0689,0.2685,0.0199,0.0393,-0.0741,0.0
2018-08-08,95.2122,0.1085,0.0202,0.002,0.1818,-0.0689,0.3426,0.0199,0.0362,-0.0733,0.0
2018-08-09,94.4766,0.1127,0.0202,-0.0078,0.1875,-0.0689,0.2968,0.02,0.0236,-0.0748,0.0
2018-08-10,93.547,0.1316,0.0201,-0.0099,0.1918,-0.0689,0.0704,0.02,0.0094,-0.0602,-0.0001
2018-08-13,92.0597,0.1478,0.0203,-0.016,0.1557,-0.0689,-0.2391,0.02,-0.0081,-0.0079,0.0002
2018-08-14,92.674,0.1331,0.0204,0.0067,0.1566,-0.0689,-0.2827,0.0201,-0.0032,-0.0235,0.0001
2018-08-15,91.9061,0.1464,0.0203,-0.0083,0.1579,-0.0689,-0.3325,0.0201,-0.0124,-0.0115,-0.0001
2018-08-16,92.771,0.1345,0.0203,0.0094,0.149,-0.0689,-0.3328,0.0202,-0.0052,-0.0145,0.0
2018-08-17,92.771,0.1264,0.0201,0.0,0.1439,-0.0689,-0.328,0.0202,-0.0067,-0.0175,-0.0002
2018-08-20,92.6498,0.1249,0.0203,-0.0013,0.1295,-0.0689,-0.3362,0.0202,-0.0086,-0.0046,0.0002
2018-08-21,93.2156,0.1286,0.0204,0.0061,0.1289,-0.0689,-0.3144,0.0203,-0.003,-0.0003,0.0001
2018-08-22,92.9327,0.1225,0.0205,-0.003,0.1255,-0.0689,-0.2988,0.0203,-0.006,-0.003,0.0001
2018-08-23,92.7387,0.1241,0.0204,-0.0021,0.1253,-0.0689,-0.3043,0.0203,-0.008,-0.0012,-0.0001
2018-08-24,92.6983,0.1199,0.0205,-0.0004,0.1193,-0.0689,-0.3938,0.0203,-0.0079,0.0006,0.0001
2018-08-27,94.3391,0.1216,0.0208,0.0175,0.1339,-0.0689,-0.3935,0.0204,0.0097,-0.0123,0.0003
2018-08-28,93.8784,0.125,0.0209,-0.0049,0.1226,-0.0689,-0.6346,0.0204,0.0043,0.0024,0.0001
2018-08-29,93.5713,0.1225,0.0209,-0.0033,0.1214,-0.0689,-0.6524,0.0205,0.0009,0.0011,0.0
2018-08-30,93.1105,0.1353,0.0207,-0.0049,0.1216,-0.0689,-0.6506,0.0205,-0.0036,0.0137,-0.0002
2018-08-31,92.6174,0.1286,0.0207,-0.0053,0.1185,-0.0689,-0.5961,0.0206,-0.0078,0.0101,0.0
2018-09-04,93.0782,0.1316,0.0209,0.005,0.1203,-0.0689,-0.5754,0.0207,-0.002,0.0113,0.0002
2018-09-05,92.6255,0.1391,0.021,-0.0049,0.1199,-0.0689,-0.5757,0.0207,-0.0056,0.0192,0.0001
2018-09-06,92.2295,0.1465,0.0209,-0.0043,0.1197,-0.0689,-0.5778,0.0208,-0.0082,0.0268,-0.0001
2018-09-07,92.4073,0.1488,0.021,0.0019,0.118,-0.0689,-0.5742,0.0208,-0.0052,0.0308,0.0001
2018-09-10,91.9142,0.1416,0.0211,-0.0054,0.1146,-0.0689,-0.4745,0.0209,-0.0096,0.027,0.0001
2018-09-11,92.4962,0.1322,0.0211,0.0063,0.1021,-0.0689,-0.3677,0.0209,-0.0036,0.0301,0.0
2018-09-12,91.405,0.1314,0.0212,-0.0119,0.1077,-0.0689,-0.2719,0.0209,-0.0147,0.0237,0.0001
2018-09-13,91.7606,0.1237,0.0211,0.0039,0.1049,-0.0689,-0.2051,0.021,-0.0108,0.0188,-0.0001
2018-09-14,91.7445,0.1207,0.0212,-0.0002,0.0988,-0.0689,-0.0868,0.021,-0.0104,0.0219,0.0001
2018-09-17,92.0193,0.1368,0.0213,0.003,0.0996,-0.0689,-0.0024,0.0211,-0.007,0.0372,0.0001
2018-09-18,92.3911,0.1279,0.0213,0.004,0.1008,-0.0689,-0.0506,0.0211,-0.0029,0.0271,0.0
2018-09-19,95.0747,0.1175,0.0212,0.0286,0.1424,-0.0689,-0.2773,0.0211,0.025,-0.0249,-0.0001
2018-09-20,95.8911,0.118,0.0213,0.0086,0.144,-0.0689,-0.2928,0.0212,0.0322,-0.026,0.0001
2018-09-21,95.2606,0.1168,0.0214,-0.0066,0.1464,-0.0689,-0.2776,0.0212,0.024,-0.0296,0.0001
2018-09-24,94.3472,0.122,0.0218,-0.0096,0.1514,-0.0689,-0.3142,0.0213,0.0133,-0.0294,0.0004
2018-09-25,94.0805,0.1242,0.0217,-0.0028,0.1384,-0.0689,-0.3711,0.0213,0.0106,-0.0142,-0.0001
2018-09-26,92.9731,0.1289,0.0216,-0.0118,0.1437,-0.0689,-0.3851,0.0214,-0.0008,-0.0148,-0.0001
2018-09-27,92.5689,0.1241,0.0214,-0.0044,0.144,-0.0689,-0.372,0.0214,-0.0046,-0.0199,-0.0002
2018-09-28,91.2109,0.1212,0.0215,-0.0148,0.152,-0.0689,-0.3111,0.0214,-0.0182,-0.0308,0.0001
2018-10-01,91.7445,0.12,0.0219,0.0058,0.153,-0.0689,-0.3416,0.0215,-0.012,-0.033,0.0004
2018-10-02,92.1244,0.1205,0.0219,0.0041,0.1526,-0.0689,-0.3565,0.0216,-0.0074,-0.0321,0.0
2018-10-03,92.9893,0.1161,0.0219,0.0093,0.1555,-0.0689,-0.3574,0.0216,0.0017,-0.0394,0.0
2018-10-04,93.8276,0.1422,0.0218,0.009,0.1576,-0.0689,-0.1007,0.0217,0.0099,-0.0154,-0.0001
2018-10-05,93.2986,0.1482,0.0218,-0.0057,0.1592,-0.0689,-0.1234,0.0217,0.0037,-0.011,0.0
2018-10-08,93.8683,0.1569,0.0219,0.0061,0.1588,-0.0689,-0.1244,0.0217,0.0088,-0.0019,0.0001
2018-10-09,93.2172,0.1595,0.0221,-0.007,0.16,-0.0689,-0.0996,0.0218,0.0014,-0.0005,0.0001
2018-10-10,90.7346,0.2296,0.0223,-0.027,0.1827,-0.0689,-0.5256,0.0219,-0.025,0.0469,0.0002
2018-10-11,88.0158,0.2498,0.0222,-0.0304,0.2106,-0.0689,-0.5353,0.0219,-0.0523,0.0392,-0.0001
2018-10-12,87.0553,0.2131,0.0223,-0.011,0.2128,-0.0689,-0.3916,0.022,-0.0602,0.0003,0.0001
2018-10-15,86.5588,0.213,0.0227,-0.0057,0.212,-0.0689,-0.4076,0.0221,-0.0628,0.001,0.0004
2018-10-16,88.4147,0.1762,0.0226,0.0212,0.2278,-0.0689,-0.4947,0.0222,-0.0407,-0.0516,-0.0001
2018-10-17,89.3996,0.174,0.0227,0.0111,0.2035,-0.0689,-0.4932,0.0222,-0.027,-0.0295,0.0001
2018-10-18,87.9833,0.2006,0.0227,-0.016,0.2035,-0.0689,-0.5249,0.0223,-0.0383,-0.0029,0.0
2018-10-19,87.8368,0.1989,0.0226,-0.0017,0.2035,-0.0689,-0.5298,0.0224,-0.036,-0.0046,-0.0001
2018-10-22,86.5751,0.1964,0.023,-0.0145,0.206,-0.0689,-0.509,0.0225,-0.0457,-0.0096,0.0004
2018-10-23,85.6716,0.2071,0.0229,-0.0105,0.2071,-0.0689,-0.512,0.0226,-0.0513,0.0,-0.0001
2018-10-24,84.0761,0.2523,0.0229,-0.0188,0.2117,-0.0689,-0.5551,0.0227,-0.0644,0.0406,0.0
2018-10-25,85.3541,0.2422,0.0229,0.0151,0.2234,-0.0689,-0.5711,0.0227,-0.0463,0.0188,0.0
2018-10-26,84.182,0.2416,0.0228,-0.0138,0.2228,-0.0689,-0.5783,0.0228,-0.0557,0.0188,-0.0001
2018-10-29,85.346,0.247,0.023,0.0137,0.2291,-0.0689,-0.5551,0.0228,-0.0392,0.0179,0.0002
2018-10-30,86.8518,0.2335,0.0229,0.0175,0.2398,-0.0689,-0.5741,0.0228,-0.0193,-0.0063,-0.0001
2018-10-31,88.7403,0.2123,0.0229,0.0215,0.2517,-0.0689,-0.6021,0.0229,0.0044,-0.0394,0.0
